DATASET	N_SENTS	MAX_SENT_TOKS	SUBTOKS_PER_TOK	UNKS_PER_SUBTOK	LABEL_DISTRIBUTION
train.hdt.dbmdz-cased.orig.60.stts	153035	60	1.3335266118841658	7.260290524142073e-05	[('NN', 0.2097303457225951), ('ART', 0.12478151928130539), ('APPR', 0.10534922763336221), ('NE', 0.05626251478407167), ('ADJA', 0.054524734785437734), ('$.', 0.05054840367975094), ('ADV', 0.047940295717382474), ('$,', 0.04086587027404007), ('VVFIN', 0.038730133622843506), ('VAFIN', 0.02579851961563211), ('$(', 0.022147527959420644), ('KON', 0.02188797538204917), ('ADJD', 0.021433219134992503), ('CARD', 0.02057295692218096), ('VVINF', 0.018373230854402508), ('VVPP', 0.017211715096109945), ('FM', 0.014273953791013441), ('VMFIN', 0.013115673452660414), ('PPER', 0.009719560989463315), ('KOUS', 0.007375678988823422), ('PIAT', 0.007254889977747501), ('PRELS', 0.0069496820301181645), ('PROAV', 0.006627937491686768), ('PRF', 0.006096969130498866), ('PTKVZ', 0.005894935129830212), ('KOKOM', 0.0058266318199956145), ('PTKNEG', 0.005465343260081029), ('PIS', 0.005299258369851638), ('PPOSAT', 0.0052643877327255536), ('PTKZU', 0.004750315453444105), ('VAINF', 0.0038835824007534933), ('PDAT', 0.0034622588264053406), ('PDS', 0.002491273353440869), ('TRUNC', 0.0017561140449579575), ('VVIZU', 0.0014613313393560077), ('PWAV', 0.0014278986666474939), ('KOUI', 0.001198543342045001), ('VAPP', 0.0008803937146575308), ('VMINF', 0.0007833311164715229), ('PWS', 0.0007380352373180525), ('PTKA', 0.000422042556556938), ('APPO', 0.00035697466666187347), ('APZR', 0.00034403298690373904), ('VVIMP', 0.0002192895736794993), ('PWAT', 0.00019915807183351248), ('PRELAT', 0.000194844178580801), ('XY', 8.160448069712514e-05), ('PTKANT', 1.2582188653741764e-05), ('ITJ', 1.0065750922993411e-05), ('PPOSS', 1.797455521963109e-06), ('VAIMP', 1.0784733131778655e-06), ('VMPP', 3.5949110439262183e-07)]
train.hdt.gbert-large.orig.60.stts	153035	60	1.3335266118841658	7.260290524142073e-05	[('NN', 0.2097303457225951), ('ART', 0.12478151928130539), ('APPR', 0.10534922763336221), ('NE', 0.05626251478407167), ('ADJA', 0.054524734785437734), ('$.', 0.05054840367975094), ('ADV', 0.047940295717382474), ('$,', 0.04086587027404007), ('VVFIN', 0.038730133622843506), ('VAFIN', 0.02579851961563211), ('$(', 0.022147527959420644), ('KON', 0.02188797538204917), ('ADJD', 0.021433219134992503), ('CARD', 0.02057295692218096), ('VVINF', 0.018373230854402508), ('VVPP', 0.017211715096109945), ('FM', 0.014273953791013441), ('VMFIN', 0.013115673452660414), ('PPER', 0.009719560989463315), ('KOUS', 0.007375678988823422), ('PIAT', 0.007254889977747501), ('PRELS', 0.0069496820301181645), ('PROAV', 0.006627937491686768), ('PRF', 0.006096969130498866), ('PTKVZ', 0.005894935129830212), ('KOKOM', 0.0058266318199956145), ('PTKNEG', 0.005465343260081029), ('PIS', 0.005299258369851638), ('PPOSAT', 0.0052643877327255536), ('PTKZU', 0.004750315453444105), ('VAINF', 0.0038835824007534933), ('PDAT', 0.0034622588264053406), ('PDS', 0.002491273353440869), ('TRUNC', 0.0017561140449579575), ('VVIZU', 0.0014613313393560077), ('PWAV', 0.0014278986666474939), ('KOUI', 0.001198543342045001), ('VAPP', 0.0008803937146575308), ('VMINF', 0.0007833311164715229), ('PWS', 0.0007380352373180525), ('PTKA', 0.000422042556556938), ('APPO', 0.00035697466666187347), ('APZR', 0.00034403298690373904), ('VVIMP', 0.0002192895736794993), ('PWAT', 0.00019915807183351248), ('PRELAT', 0.000194844178580801), ('XY', 8.160448069712514e-05), ('PTKANT', 1.2582188653741764e-05), ('ITJ', 1.0065750922993411e-05), ('PPOSS', 1.797455521963109e-06), ('VAIMP', 1.0784733131778655e-06), ('VMPP', 3.5949110439262183e-07)]
test.noah.gbert-base.orig.60.stts	7320	60	1.685228723638445	0.0011965535078873255	[('NN', 0.1630619031298919), ('ART', 0.07934493650367269), ('ADV', 0.07033225576376217), ('APPR', 0.06789614575903816), ('$.', 0.062255115367871136), ('NE', 0.05566001908131791), ('VAFIN', 0.0541316610935633), ('ADJA', 0.04784223640456099), ('$,', 0.03850535851573283), ('KON', 0.03435563500958697), ('APPRART', 0.033169999722116726), ('VVFIN', 0.03004844431682398), ('VVPP', 0.029492677775822304), ('PPER', 0.0293259478135218), ('$(', 0.026621217313980306), ('ADJD', 0.020331792624978), ('FM', 0.01981307718670977), ('CARD', 0.015524412045313499), ('VVINF', 0.013097564816272843), ('PPOSAT', 0.009911169981196566), ('VAPP', 0.009410980094295057), ('PIS', 0.008438388647542122), ('KOUS', 0.007956724312007337), ('PRELS', 0.007604738836039608), ('VMFIN', 0.00639131522151928), ('PIAT', 0.006039329745551552), ('PTKNEG', 0.005770709250734075), ('PDS', 0.005381672672032901), ('XY', 0.005020424420381812), ('PTKVZ', 0.004603599514630554), ('PDAT', 0.004270139590029548), ('KOKOM', 0.0038811030113283748), ('PRF', 0.0038533146842782908), ('PROAV', 0.003797738030178123), ('ITJ', 0.0032049203864430017), ('PTKZU', 0.002723256050908215), ('PWS', 0.0020007595476060356), ('VMPP', 0.0016672996230050296), ('VAINF', 0.0012134236145203271), ('KOUI', 0.0010281681008531016), ('TRUNC', 0.0009540658953862114), ('VVIMP', 0.0007965987087690697), ('PWAV', 0.0006483942978352894), ('VVIZU', 0.0005742920923683991), ('VMINF', 0.0005650293166850379), ('PTKA', 0.00043535045711797995), ('PTKANT', 0.0003797738030178123), ('APPO', 0.00029640882186756084), ('APZR', 0.00017599273798386424), ('PPOSS', 9.262775683361275e-05), ('PWAT', 5.557665410016766e-05), ('PRELAT', 2.778832705008383e-05), ('VAIMP', 1.8525551366722552e-05)]
dev.hdt.mbert-cased.orig.60.stts	18434	60	1.5431063143377826	0.0	[('NN', 0.20907846018035892), ('ART', 0.12273888509371988), ('APPR', 0.10468115901342243), ('ADJA', 0.05470970076392073), ('NE', 0.05400161580620307), ('$.', 0.050698259109185455), ('ADV', 0.04497743174154587), ('$,', 0.040307814201002545), ('VVFIN', 0.03889476360256158), ('$(', 0.025291422190197234), ('VAFIN', 0.024714348546242316), ('ADJD', 0.021891366666354734), ('KON', 0.02187265076438863), ('FM', 0.02139539526425294), ('CARD', 0.0200696855416538), ('VVINF', 0.01813570900515623), ('VVPP', 0.017870567060636403), ('VMFIN', 0.013138563180206063), ('PPER', 0.008899411384883166), ('KOUS', 0.007224338158916724), ('PRELS', 0.006937360995436439), ('PIAT', 0.006887451923526825), ('PROAV', 0.0065536850051312765), ('PRF', 0.006148173795865657), ('PTKVZ', 0.0059485375082271984), ('PPOSAT', 0.0055773387858994395), ('KOKOM', 0.005539906981967229), ('PIS', 0.005396418400227086), ('PTKNEG', 0.005330912743345717), ('PTKZU', 0.004887969730147886), ('VAINF', 0.004108140481560158), ('PDAT', 0.0034749191317069213), ('PDS', 0.0024268286216050134), ('TRUNC', 0.0017842493207687244), ('PWAV', 0.00142864718341272), ('VVIZU', 0.0014224085494240182), ('KOUI', 0.0012539654317290686), ('VMINF', 0.0007985451505538347), ('VAPP', 0.0007860678825764311), ('PWS', 0.0006456986178306398), ('APZR', 0.00041486916024867197), ('PTKA', 0.0003805566733108119), ('APPO', 0.0002838578464859334), ('PRELAT', 0.00026826126151417885), ('PWAT', 0.00026514194451982795), ('VVIMP', 0.0002557839935367752), ('XY', 0.00017156243468930042), ('ITJ', 2.183521896045642e-05), ('PTKANT', 6.238633988701834e-06), ('PPOSS', 3.119316994350917e-06)]
dev.hdt.dbmdz-uncased.orig.60.stts	18434	60	1.3683722848840072	4.049375383847041e-05	[('NN', 0.2089860566529773), ('ART', 0.12241156102304895), ('APPR', 0.1044140511276705), ('ADJA', 0.054639833001938816), ('NE', 0.05384076957860245), ('$.', 0.051415705003128115), ('ADV', 0.04480330031776708), ('$,', 0.04024739994672911), ('VVFIN', 0.03890633613934675), ('$(', 0.02542136658428261), ('VAFIN', 0.02469353749713514), ('ADJD', 0.021906106950612923), ('KON', 0.021906106950612923), ('FM', 0.021404369452238926), ('CARD', 0.020010654178977818), ('VVINF', 0.018393944461994934), ('VVPP', 0.017957247009706453), ('VMFIN', 0.013162866469688242), ('PPER', 0.008860931992888956), ('KOUS', 0.007188473664975626), ('PRELS', 0.006925216335581861), ('PIAT', 0.0068725648697031076), ('PROAV', 0.006522587478861985), ('PRF', 0.006132347202348874), ('PTKVZ', 0.005946518499247394), ('PPOSAT', 0.005562472512837666), ('KOKOM', 0.005519112482113987), ('PIS', 0.005379740954787876), ('PTKNEG', 0.005327089488909123), ('PTKZU', 0.004992597823326458), ('VAINF', 0.004140882934111336), ('PDAT', 0.0034471224425324737), ('PDS', 0.0024126759952675624), ('TRUNC', 0.0017777612596708355), ('VVIZU', 0.001464949609450009), ('PWAV', 0.0014277838688297128), ('KOUI', 0.0012605380360383798), ('VMINF', 0.0008083548584914426), ('VAPP', 0.0007866748431296031), ('PWS', 0.000644206170751801), ('APZR', 0.00041501743692664103), ('PTKA', 0.0003778516963063448), ('APPO', 0.0002818401997039129), ('PRELAT', 0.0002725487645488389), ('PWAT', 0.0002694516194971475), ('VVIMP', 0.0002570630392903821), ('XY', 0.00017344012289471566), ('ITJ', 2.1680015361839458e-05), ('PTKANT', 6.194290103382702e-06), ('PPOSS', 3.097145051691351e-06)]
dev.hdt.dbmdz-cased.orig.60_first.stts	18434	60	1.353907058070236	4.320008003383249e-05	[('NN', 0.2090609376692928), ('ART', 0.12235825839305338), ('APPR', 0.10440045196340954), ('ADJA', 0.054634946677604594), ('NE', 0.053823889052269876), ('$.', 0.05144334205271875), ('ADV', 0.04480319470026468), ('$,', 0.04024022164780906), ('VVFIN', 0.038899809618152835), ('$(', 0.025362576810562323), ('VAFIN', 0.02469701425542124), ('ADJD', 0.021907842803411397), ('KON', 0.021898555884037333), ('FM', 0.02140944479700342), ('CARD', 0.02001950253068553), ('VVINF', 0.018415961118764222), ('VVPP', 0.01797018898880926), ('VMFIN', 0.013165756032628043), ('PPER', 0.008862816722646152), ('KOUS', 0.0071880755955237045), ('PRELS', 0.006921850573467271), ('PIAT', 0.0068692246970142555), ('PROAV', 0.006525608680173975), ('PRF', 0.006123175507297971), ('PTKVZ', 0.005943628399399446), ('PPOSAT', 0.0055628647050629185), ('KOKOM', 0.00551643010819261), ('PIS', 0.005370935037998978), ('PTKNEG', 0.005318309161545963), ('PTKZU', 0.00502112774157599), ('VAINF', 0.004141966040831489), ('PDAT', 0.003451638367359574), ('PDS', 0.002411503397464671), ('TRUNC', 0.001776897240237126), ('VVIZU', 0.001470428900893092), ('PWAV', 0.0014301855836054917), ('KOUI', 0.0012599253950810283), ('VMINF', 0.0008141532651260699), ('VAPP', 0.000786292507003885), ('PWS', 0.0006438930766016067), ('APZR', 0.00041481573204141963), ('PTKA', 0.0003776680545451731), ('APPO', 0.0002817032210132029), ('PRELAT', 0.0002724163016391413), ('PWAT', 0.0002693206618477874), ('VVIMP', 0.0002569381026823719), ('XY', 0.00017335582831581718), ('ITJ', 2.1669478539477147e-05), ('PTKANT', 6.191279582707756e-06), ('PPOSS', 3.095639791353878e-06)]
test.noah.mbert-cased.orig.60.stts	7320	60	1.7230925020913133	0.0076501280131641486	[('NN', 0.1629916567342074), ('ART', 0.07953106376638856), ('ADV', 0.07045217520858164), ('APPR', 0.06781696960667462), ('$.', 0.061838870679380216), ('NE', 0.05579558998808105), ('VAFIN', 0.054231227651966626), ('ADJA', 0.047750297973778305), ('$,', 0.03850379916567342), ('KON', 0.03427629618593564), ('APPRART', 0.033307881406436236), ('VVFIN', 0.030030169845053634), ('PPER', 0.029434222288438616), ('VVPP', 0.029303858760429083), ('$(', 0.026566224672228845), ('ADJD', 0.020271528605482717), ('FM', 0.019973554827175208), ('CARD', 0.01561568831942789), ('VVINF', 0.013008417759237187), ('PPOSAT', 0.00997280989272944), ('VAPP', 0.009386174016686531), ('PIS', 0.008473629320619786), ('KOUS', 0.007980110250297974), ('PRELS', 0.0075890196662693685), ('VMFIN', 0.006397124553039333), ('PIAT', 0.006043280691299165), ('PTKNEG', 0.0057732419547079855), ('PDS', 0.00538215137067938), ('XY', 0.005065554231227652), ('PTKVZ', 0.0045906585220500595), ('PDAT', 0.004292684743742551), ('KOKOM', 0.0038643474374255066), ('PRF', 0.0038643474374255066), ('PROAV', 0.0038364123957091776), ('ITJ', 0.003212529797377831), ('PTKZU', 0.0026538289630512516), ('PWS', 0.002002011323003576), ('VMPP', 0.0016761025029797378), ('VAINF', 0.001182583432657926), ('KOUI', 0.0010335965435041717), ('TRUNC', 0.0009497914183551848), ('VVIMP', 0.0008008045292014303), ('PWAV', 0.0006518176400476758), ('VVIZU', 0.0005773241954707986), ('VMINF', 0.0005587008343265793), ('PTKA', 0.00043764898688915374), ('PTKANT', 0.0003817789034564958), ('APPO', 0.0002979737783075089), ('APZR', 0.00017692193087008343), ('PPOSS', 9.311680572109654e-05), ('PWAT', 5.587008343265792e-05), ('PRELAT', 2.793504171632896e-05), ('VAIMP', 1.8623361144219308e-05)]
test.noah.dbmdz-uncased.orig.60.stts	7320	60	1.572870162462026	0.0011476685533218006	[('NN', 0.16335419640569526), ('ART', 0.07922477215328867), ('ADV', 0.06990959335309835), ('APPR', 0.06789648987957982), ('$.', 0.06264411990776327), ('NE', 0.05561655869111672), ('VAFIN', 0.05401522638263607), ('ADJA', 0.04793931408074375), ('$,', 0.038614984810219244), ('KON', 0.034369166575161966), ('APPRART', 0.03317960543171919), ('VVFIN', 0.029922037992752826), ('VVPP', 0.029711577175066797), ('PPER', 0.02909849566267706), ('$(', 0.026591266791113063), ('ADJD', 0.020176787086856263), ('FM', 0.019829069214157606), ('CARD', 0.015482595805424399), ('VVINF', 0.01314922587020973), ('PPOSAT', 0.009946561253248417), ('VAPP', 0.009562241499213059), ('PIS', 0.008400131766772812), ('KOUS', 0.007970059661066578), ('PRELS', 0.0075765894366970465), ('VMFIN', 0.0063687273525859225), ('PIAT', 0.006057611361223967), ('PTKNEG', 0.00570989348852531), ('PDS', 0.005334724204824128), ('XY', 0.005005307272793822), ('PTKVZ', 0.004593536107755938), ('PDAT', 0.004300721057062333), ('KOKOM', 0.003879799421690275), ('PRF', 0.003843197540353574), ('PROAV', 0.0037974451886826984), ('ITJ', 0.003175213205958786), ('PTKZU', 0.0027542915705867283), ('PWS', 0.0020405548845210644), ('VMPP', 0.0016470846601515318), ('VAINF', 0.0012261630247794736), ('KOUI', 0.001034003147761795), ('TRUNC', 0.000979100325756744), ('VVIMP', 0.0007869404487390652), ('PWAV', 0.0006496833937264375), ('VVIZU', 0.0005947805717213864), ('VMINF', 0.000567329160718861), ('PTKA', 0.0004300721057062333), ('PTKANT', 0.00037516928370118224), ('APPO', 0.00030196552102778083), ('APZR', 0.00017385893634932836), ('PPOSS', 9.150470334175177e-05), ('PWAT', 5.490282200505106e-05), ('PRELAT', 2.745141100252553e-05), ('VAIMP', 1.8300940668350353e-05)]
test.noah.dbmdz-cased.orig.60_first.stts	7320	60	1.685228723638445	0.0011965535078873255	[('NN', 0.16360830838599993), ('ART', 0.07921240344457996), ('ADV', 0.07021288391174188), ('APPR', 0.06775510958347193), ('$.', 0.062109620430942085), ('NE', 0.0557157112761947), ('VAFIN', 0.05410799423439406), ('ADJA', 0.04796355841371919), ('$,', 0.038409653694053296), ('KON', 0.03427024429907233), ('APPRART', 0.03316147392541671), ('VVFIN', 0.030029197619839597), ('VVPP', 0.029631888235946334), ('PPER', 0.029253058358280667), ('$(', 0.026555050449052), ('ADJD', 0.020308977344125366), ('FM', 0.019819270429094135), ('CARD', 0.01550430572495103), ('VVINF', 0.013120449421591455), ('PPOSAT', 0.009923494844217763), ('VAPP', 0.00947074694164172), ('PIS', 0.008426654839782681), ('KOUS', 0.007946187677865247), ('PRELS', 0.007595077059540969), ('VMFIN', 0.006393909154747385), ('PIAT', 0.00603355878330931), ('PTKNEG', 0.005765605943009203), ('PDS', 0.00536829655911594), ('XY', 0.005026425693905458), ('PTKVZ', 0.0046198765568984), ('PDAT', 0.004259526185460325), ('KOKOM', 0.003871456554680859), ('PRF', 0.0038437372953394684), ('PROAV', 0.0038067782828842813), ('ITJ', 0.0032061943304874893), ('PTKZU', 0.0027349669216838526), ('PWS', 0.0019957866725801086), ('VMPP', 0.001663155560483424), ('VAINF', 0.0012104076579073806), ('KOUI', 0.0010256125956314447), ('TRUNC', 0.0009794138300624608), ('VVIMP', 0.0007946187677865248), ('PWAV', 0.000646782717965776), ('VVIZU', 0.0005913441992829952), ('VMINF', 0.0005728646930554016), ('PTKA', 0.0004342683963484496), ('PTKANT', 0.0003788298776656688), ('APPO', 0.0002956720996414976), ('APZR', 0.00017555530916213918), ('PPOSS', 9.239753113796799e-05), ('PWAT', 5.5438518682780794e-05), ('PRELAT', 2.7719259341390397e-05), ('VAIMP', 1.84795062275936e-05)]
test.noah.xlm-roberta.orig.60.stts	7320	60	1.7289217628670805	0.0	[('NN', 0.1630329367003618), ('ART', 0.07943228020440897), ('ADV', 0.07052668879853781), ('APPR', 0.06772912081763587), ('$.', 0.061798276698123766), ('NE', 0.05570890372636055), ('VAFIN', 0.05429146928270357), ('ADJA', 0.04773583498079003), ('$,', 0.03826140475213548), ('KON', 0.03426088253944571), ('APPRART', 0.033235107613114996), ('VVFIN', 0.029989928755268753), ('VVPP', 0.02944906561229438), ('PPER', 0.02944906561229438), ('$(', 0.02657689581856839), ('ADJD', 0.020291693088142042), ('FM', 0.020011936290051848), ('CARD', 0.01559177888022679), ('VVINF', 0.013073967697415046), ('PPOSAT', 0.009950016785407885), ('VAPP', 0.009427804095639524), ('PIS', 0.008448655302323846), ('KOUS', 0.008019694878585549), ('PRELS', 0.00757208400164124), ('VMFIN', 0.006397105449662426), ('PIAT', 0.006042746838748182), ('PTKNEG', 0.005790965720467008), ('PDS', 0.005417956656346749), ('XY', 0.00510089895184453), ('PTKVZ', 0.004606661941885188), ('PDAT', 0.004289604237382968), ('KOKOM', 0.003888619493453691), ('PRF', 0.003869969040247678), ('PROAV', 0.003832668133835652), ('ITJ', 0.0032265284046402326), ('PTKZU', 0.002713640941474878), ('PWS', 0.0020049237196463872), ('VMPP', 0.001669215561938155), ('VAINF', 0.0012029542317878324), ('KOUI', 0.0010257749263307098), ('TRUNC', 0.0009698235667126711), ('VVIMP', 0.0008019694878585549), ('PWAV', 0.0006527658622104517), ('VMINF', 0.0005688388227833936), ('VVIZU', 0.0005688388227833936), ('PTKA', 0.0004382856503413033), ('PTKANT', 0.0003823342907232646), ('APPO', 0.0002984072512962065), ('APZR', 0.00017717930545712261), ('PPOSS', 9.325226603006454e-05), ('PWAT', 5.595135961803872e-05), ('PRELAT', 2.797567980901936e-05), ('VAIMP', 1.8650453206012906e-05)]
